experiment_id,dataset_split,experiment_area,intervention_type,target_segment,ux_disruption_score,implementation_cost_index,team_owner,experiment_month,analyst_tenure_months,control_mean_profit,treatment_mean_profit,control_sd_profit,treatment_sd_profit,n_control,n_treatment,se_control_mean,se_treatment_mean,diff_in_means,se_diff_in_means,p_value_ate_zero,future_deploy_scale
35,train,product_page,recommendation_logic,returning_users,4,8,growth,12,34,0.6355481273860167,0.48314907232220017,7.893783848503013,6.883662808512606,3912,4147,0.12620768687647105,0.10689381345535227,-0.15239905506381657,0.16539246531126203,0.35684994118549496,1125381
36,train,recommendations,discount_offer,all_users,1,6,growth,8,42,0.3676147626549127,0.026923893510538657,8.01238927615779,7.096039403410085,6945,8814,0.09614482559778235,0.07558393451424729,-0.3406908691443741,0.12229782764171246,0.005347639912971253,927154
37,train,checkout,copy_tweak,mobile_only,2,2,ops,8,66,0.5645546824257922,0.2052183952273769,8.125342494560305,7.676480519351981,2836,2634,0.15257682133367753,0.1495733658973862,-0.3593362871984153,0.21366300146296346,0.09266669858109808,442544
38,train,mobile_app,recommendation_logic,high_value_users,4,7,ml_foundations,6,100,0.40446587534299877,0.5028896566620822,7.870706592888737,7.2602374136549255,2486,3729,0.15785675129859972,0.11889254699938853,0.09842378131908341,0.1976213340268448,0.6184760281458597,77526
39,train,product_page,copy_tweak,all_users,1,3,ml_foundations,11,91,0.49672930302055074,0.4167070888017177,8.003977531320912,7.3231021536954035,6546,6015,0.09892768819641268,0.09442288734609199,-0.08002221421883304,0.13675660549552782,0.5584618652186518,1382170
41,train,search,small_ui_tweak,returning_users,2,3,core_product,2,108,0.3008721008912527,0.4770800730603896,7.9554154431331785,7.127897898126233,5914,6919,0.10344802507176347,0.08569190641473061,0.17620797216913686,0.13433017798037472,0.18962871323947011,611344
43,train,recommendations,recommendation_logic,all_users,5,7,ml_foundations,12,48,0.3273422445638784,0.07064203686951728,7.931291399586984,9.143649907761326,3898,2010,0.1270348821344068,0.20394899083725365,-0.2567002076943611,0.24027703207430545,0.2854340106800381,948999
45,train,homepage,recommendation_logic,all_users,4,9,core_product,9,75,0.4810123260038513,0.45074403566625176,8.054014497743573,9.52556210743438,4495,4608,0.12012891622700175,0.14032478251625982,-0.030268290337599535,0.18472141484438026,0.8698457533324818,1850478
46,train,search,recommendation_logic,returning_users,6,4,ml_foundations,3,63,0.3605315611829429,0.28466757152352823,8.08645497616532,7.957020850027633,4764,4213,0.11715809365470826,0.12258992137269449,-0.07586398965941465,0.16957095190795152,0.6546059412545899,630884
47,train,search,major_ui_redesign,new_users,8,7,core_product,7,32,0.3278372626412589,0.18982386965875384,8.087104643560629,6.692460481638321,3711,943,0.13275399080181194,0.21793649852535404,-0.13801339298250506,0.2551860879109581,0.5886921902026916,230675
48,train,mobile_app,recommendation_logic,all_users,4,5,growth,1,72,0.25038218495441755,0.08809926435646276,8.058764673451467,7.409822174040658,3060,3235,0.14568262583872,0.13027786811831965,-0.1622829205979548,0.1954373311133745,0.40636860330642055,919011
49,train,product_page,discount_offer,high_value_users,5,6,core_product,7,42,0.2577402427879122,1.2367673122676823,8.055582651581384,9.269611616921495,826,436,0.28028956804878075,0.44393388302393727,0.9790270694797701,0.5250138421543598,0.06258734088995051,173698
50,train,checkout,checkout_flow_change,new_users,8,8,core_product,7,20,0.38863501114934107,0.8454886064468234,7.7025777359472425,9.266599426588913,2440,1562,0.15593412829832953,0.23446600038115595,0.4568535952974824,0.28158437048759666,0.1048185121718789,720463
52,train,product_page,small_ui_tweak,all_users,2,2,crm,6,19,0.5436207231513064,0.5446117263807366,7.974692222088652,7.165306898628343,6320,3787,0.1003125779600953,0.11643596420623926,0.0009910032294302429,0.15368782338766082,0.9948552995262097,1387922
53,train,search,small_ui_tweak,mobile_only,2,4,crm,3,26,0.3767514575865462,0.43174461845060513,8.013953550974351,7.561986761380472,3209,2888,0.14146922109213222,0.14071400311092186,0.05499316086405892,0.19953438597874582,0.782858960387824,289061
54,train,checkout,small_ui_tweak,returning_users,4,3,platform,3,43,0.29925239454809266,0.5967480182693508,7.909080849139278,7.9990013989632605,4322,2968,0.12030498790688492,0.1468262897441936,0.2974956237212581,0.18981899134523295,0.11710403035853931,592071
55,train,recommendations,copy_tweak,all_users,3,3,crm,3,62,0.4175495380293254,0.6161467043059722,8.013285160617535,7.416869366516848,4273,5394,0.12258692504786986,0.10098692742411194,0.1985971662766468,0.15882667818491614,0.2111859745760084,151758
56,train,search,copy_tweak,returning_users,3,3,growth,4,57,0.27109203547802846,0.46936525198056794,7.9411615893883445,8.408653718122515,4742,5349,0.11531963482259736,0.11497149244008639,0.19827321650253948,0.16284060381096005,0.22340811369332036,1454803
57,train,search,copy_tweak,new_users,1,3,ml_foundations,5,33,0.409458201982924,0.6140234645887698,7.898616360082264,7.916855586210902,4778,4562,0.11426887395704982,0.11721281130080392,0.2045652626058458,0.16369550601177177,0.2114517384610201,316926
58,train,mobile_app,notification_strategy,new_users,3,4,ops,4,45,0.17410346794099252,0.8161146603624965,7.909393762633798,8.72499131909586,2599,2228,0.15514581220386842,0.18484487348146275,0.642011192421504,0.2413251961498757,0.00783323916199043,68808
59,train,mobile_app,copy_tweak,returning_users,2,3,core_product,1,11,0.444911753165421,0.3579946211514863,7.931714421759327,7.588203260150813,4275,6172,0.12131067232797564,0.09658862793096852,-0.0869171320139347,0.15506657365871132,0.5751423165298202,1182251
60,train,recommendations,major_ui_redesign,all_users,9,8,core_product,10,65,0.26096656236370475,0.23360612593570113,8.051961924057546,8.686936275307563,3128,2338,0.14396878527577694,0.17965709883374426,-0.02736043642800362,0.2302252903030866,0.905405479717819,1181195
61,train,checkout,copy_tweak,mobile_only,1,1,growth,11,81,0.35537088163591657,0.6798173499794741,7.998052460348257,7.1119006134845835,2064,1339,0.1760473134388377,0.19435485346021525,0.3244464683435575,0.26223360889209857,0.21609132048592705,178525
62,train,product_page,checkout_flow_change,new_users,7,8,ml_foundations,9,62,0.5390065195287299,-0.2539262190716543,7.821889947115107,11.34001313502306,2703,902,0.15044878276537443,0.3775811360546482,-0.7929327386003842,0.4064509202104254,0.051305099220911296,256589
63,train,search,small_ui_tweak,all_users,3,5,growth,2,36,0.34132691350313366,0.30968070527118463,8.057373395533522,7.7110708054546455,9618,14427,0.08215823558391422,0.06419876522232267,-0.031646208231949025,0.10426627992948082,0.7615018330491041,1244179
65,train,search,ranking_algorithm,new_users,4,6,core_product,10,86,0.37980570680407855,0.49012320919704255,7.7206269657652244,7.833564392583644,4837,7256,0.11101061934285686,0.09196250246448627,0.110317502392964,0.1441542904890982,0.4441257756345619,254745
68,train,homepage,small_ui_tweak,mobile_only,1,1,platform,10,16,0.1408582371702165,0.48962856029763135,8.123673414021258,6.79728723608691,1547,1448,0.2065414867251609,0.1786287427644917,0.34877032312741485,0.27307071150209933,0.20162623966450757,816019
69,train,homepage,copy_tweak,price_sensitive,1,1,ops,1,14,0.4061415565536481,0.467552841024965,7.917605325247066,7.614510498572196,3161,4194,0.14082559713829734,0.11757846245711116,0.06141128447131694,0.18345719839552854,0.7378283840668216,152433
70,train,recommendations,notification_strategy,returning_users,2,3,growth,10,77,0.3215240393249084,0.40594484330282626,8.086126041999275,7.727731969190321,5148,2327,0.11269930490886926,0.16019680819573343,0.08442080397791785,0.19586768667404764,0.6664814233716065,269351
71,train,pricing,copy_tweak,returning_users,3,2,growth,10,35,0.27107255149899007,0.49430809163851797,7.88649238881751,7.487817797717471,2231,3162,0.16696832998441408,0.1331601682744078,0.2232355401395279,0.21356510396750866,0.29594753627059617,321874
72,train,email_marketing,checkout_flow_change,all_users,5,9,growth,7,14,0.3139142598773986,0.4075315953094212,8.159149167753055,9.57638577664915,4145,4165,0.12673092525725915,0.1483864107697548,0.09361733543202255,0.195139064048415,0.631420396616669,259285
73,train,homepage,notification_strategy,new_users,1,4,platform,3,26,0.22223822601633103,0.4114651725667963,8.005615381223562,7.0727905181058155,4410,2590,0.1205522794092554,0.1389763538024333,0.1892269465504653,0.18397630006874882,0.3037376690962619,424501
76,train,checkout,small_ui_tweak,returning_users,3,3,ml_foundations,9,77,0.27999833906147203,0.5500307609417343,8.046681532425296,7.2843153043111455,3565,2045,0.13476808159228848,0.1610801702514177,0.2700324218802623,0.21002203947274542,0.19860056399536735,309920
77,train,email_marketing,checkout_flow_change,all_users,10,6,core_product,2,15,0.5936895371323314,0.19840446578050186,7.8597716233707215,9.686257668125938,2338,2190,0.16255026197951222,0.20698265827842655,-0.39528507135182955,0.2631813224710522,0.13318497874096286,189602
79,train,recommendations,ranking_algorithm,price_sensitive,4,8,ml_foundations,6,32,0.09961110590533728,0.47417236916670685,7.947695462081058,8.669752330405126,1403,1761,0.21218387774364286,0.20659842822602914,0.37456126326136957,0.29615014523007566,0.20604951606859787,159866
80,train,homepage,notification_strategy,price_sensitive,4,3,growth,12,48,0.39069603263431013,0.3538526788628319,7.999612868566641,7.107837694247259,4190,4944,0.1235839177916736,0.10108768971985106,-0.03684335377147824,0.15966122180929226,0.8175071773057181,317114
81,train,checkout,small_ui_tweak,all_users,2,4,growth,6,34,0.4584778677284157,0.28725242632900183,7.952762521676153,8.290943224060262,5448,7006,0.10774558033579551,0.09905328308343742,-0.17122544139941387,0.1463579959261022,0.24206123914810768,450864
83,train,search,small_ui_tweak,high_value_users,4,4,growth,6,62,0.5304034269803894,0.5300911436517528,7.951174014998021,8.177938305101652,4405,4934,0.11980040932394105,0.11642446671358968,-0.0003122833286366422,0.16705326852153352,0.9985085046010264,366467
84,train,homepage,ranking_algorithm,all_users,5,7,core_product,6,31,0.6224294612939573,0.3548112393721461,7.967094075627934,9.128745207029752,9370,5589,0.082305744919385,0.12210797548343372,-0.2676182219218112,0.1472568956735056,0.06919102723533654,329302
85,train,product_page,ranking_algorithm,all_users,4,4,crm,9,55,0.23563515701866,0.0597868972730425,7.980999375541671,7.216842399153682,4515,3892,0.11877591904107664,0.11568067271870962,-0.17584825974561752,0.16580029247472874,0.2889009803443922,702633
86,train,recommendations,notification_strategy,returning_users,3,2,core_product,4,72,0.438154477005902,0.6853112507867787,7.968235862375218,9.010187480127128,3507,2047,0.13455328276202203,0.19914752177944325,0.2471567737808767,0.24034209230372125,0.30384756702297533,357831
88,train,mobile_app,major_ui_redesign,high_value_users,7,8,core_product,3,73,0.17298106514332331,0.7127473025991266,8.070196592508609,7.426086530055178,1797,669,0.19037506991824307,0.2871090925401582,0.5397662374558032,0.34449136167052,0.11739473072096392,254478
90,train,product_page,discount_offer,all_users,4,5,core_product,6,50,0.48931985405718215,0.7386612695516037,7.985258141430725,10.98455054733993,6068,2774,0.10250998599625703,0.20855906123036874,0.24934141549442157,0.2323901444774402,0.2833588017757303,990447
91,train,checkout,notification_strategy,returning_users,2,5,growth,5,35,0.23520787470591276,0.44580513454424076,8.023742534054017,7.621229873992972,2094,1429,0.17534308605832263,0.201608550295627,0.210597259838328,0.26719132729330997,0.4306451365674707,190370
92,train,mobile_app,recommendation_logic,all_users,3,5,core_product,7,81,0.742581387516557,0.1482636121744672,8.005206148396399,9.151582399339926,1839,2758,0.1866730638784622,0.17426054319645243,-0.5943177753420898,0.255369476823083,0.019996533710022853,472902
94,train,search,copy_tweak,new_users,3,2,core_product,6,23,0.3709710083378341,0.5722130678834028,7.965513266903668,7.5014908065451005,1852,1778,0.18509439773243314,0.17790235741632568,0.20124205954556867,0.25672784197709886,0.43316574296235844,501872
98,train,product_page,notification_strategy,returning_users,2,2,platform,9,55,0.287659207332421,0.4882631664214419,7.881316580955508,7.713749610494202,5903,7302,0.10257992594914649,0.09027024541940663,0.2006039590890209,0.1366431791777851,0.14210595373666168,188988
99,train,product_page,discount_offer,new_users,3,5,core_product,11,30,0.4295009792290859,0.3625145481359442,7.964875949011076,8.438107211955787,4186,1832,0.12310605211620823,0.19714342821524852,-0.06698643109314173,0.23242338814349003,0.7732050358577187,318901
100,train,recommendations,small_ui_tweak,high_value_users,3,3,core_product,11,122,0.36552210554955755,0.3866550753428426,8.208717174538872,8.598666067112458,2072,2398,0.1803351631472902,0.17559271498843712,0.02113296979328505,0.2517013560240991,0.9330916422176633,368577
102,train,recommendations,small_ui_tweak,returning_users,3,1,crm,11,47,0.47166501413784323,0.32063557935325887,7.9237604984839916,8.707596217381234,3398,1436,0.1359313571418484,0.22978467558644478,-0.15102943478458436,0.266980019830684,0.5716517395028551,429433
103,train,recommendations,notification_strategy,returning_users,1,3,growth,4,19,0.5327185288391044,-0.006499617697545312,7.969109880645809,7.105367970255766,1919,1408,0.18191659882051303,0.18935869265359237,-0.5392181465366497,0.2625840120987969,0.04010447166354584,334848
107,train,homepage,major_ui_redesign,price_sensitive,9,7,platform,7,30,0.3619096486686774,0.3291837553269773,7.921617202081305,6.368556492119818,3764,1745,0.12911867023506157,0.15245556784877534,-0.03272589334170012,0.19978571313125248,0.8698926477073183,285146
111,train,search,discount_offer,price_sensitive,4,5,growth,2,37,0.4536436555013841,0.42343976632191427,8.068824834991913,7.9308245378816595,1445,872,0.21226400975976992,0.26857160785224776,-0.03020388917946981,0.3423254568150567,0.929702173170655,525112
113,train,product_page,recommendation_logic,all_users,3,3,ops,9,39,0.40803002622316514,0.49979172271302474,8.026356001505368,6.15400861838153,6560,6923,0.09909836719916137,0.07396238964737914,0.0917616964898596,0.12365646551592262,0.4580593866197936,780671
115,train,homepage,major_ui_redesign,new_users,8,8,crm,7,11,0.3375736163958121,0.6743031103012326,7.821806420376211,10.537691640974462,3345,2592,0.13524119590423594,0.2069798115940511,0.33672949390542045,0.24724648324519566,0.17329005211213094,697675
116,train,email_marketing,copy_tweak,returning_users,3,2,ml_foundations,2,23,0.5928333679477816,0.3708975564542663,8.072835706183392,8.600307840144968,754,605,0.29399533626244984,0.3496522355997917,-0.22193581149351532,0.4568259445390587,0.6271785354862003,249023
117,train,mobile_app,copy_tweak,all_users,2,3,crm,11,22,0.24959990867112677,0.43989468545163646,8.047093388230675,7.290522289730844,3427,3163,0.13746178820065316,0.1296310521919819,0.19029477678050968,0.18894431165748696,0.3139009360976368,672399
119,train,checkout,copy_tweak,returning_users,2,2,crm,8,114,0.42591150559596286,0.3598698510229706,8.14912703207284,7.130973275509217,2341,2330,0.16842648337210417,0.14773073152503277,-0.06604165457299227,0.22403537519332745,0.7681735384004811,318042
120,train,product_page,recommendation_logic,mobile_only,5,7,core_product,5,38,0.2522948400686038,0.28945507911801666,8.137100473443923,6.733535103016431,3941,4903,0.12961834174941791,0.0961639251826678,0.037160239049412847,0.16139521375928909,0.8179085518295659,340486
121,train,pricing,notification_strategy,new_users,3,5,growth,1,34,0.9410956991132363,0.780321625852987,8.262763949149907,7.4249548057992,741,366,0.3035402182161784,0.38810860497709854,-0.16077407326024928,0.4927118359974669,0.7442793089919912,192635
123,train,mobile_app,checkout_flow_change,returning_users,5,7,platform,10,55,0.710027901365232,0.3673643172754546,8.008674542357026,6.846329567561334,3738,2934,0.13099086094657222,0.1263943749498855,-0.3426635840897774,0.18202786509349733,0.05981485410563418,344427
124,train,checkout,small_ui_tweak,all_users,4,2,growth,9,38,0.25113679817667744,0.624575026479791,7.962210255618405,7.1421597542355,4704,5824,0.11609138304178755,0.09358772214763272,0.3734382283031136,0.14911697070869415,0.012284869010078074,289519
125,train,mobile_app,small_ui_tweak,high_value_users,1,4,core_product,11,7,0.7351124804521028,0.037301375270239134,7.996865809609283,7.176595285015585,2019,2049,0.1779719869004576,0.15854314764645505,-0.6978111051818636,0.23834839581365405,0.003434095589192456,120221
126,train,homepage,ranking_algorithm,all_users,4,7,growth,11,89,0.4127988607362857,0.3069089002013499,8.151777660845301,7.918266337785373,7966,6621,0.09133393620428265,0.09731242867445668,-0.10588996053493577,0.13346009394979907,0.42754615381408834,1285562
127,train,pricing,copy_tweak,all_users,2,1,growth,10,54,0.07780508155195315,0.12299242205773442,7.868657041803283,7.966328347533818,1802,1828,0.18536307420687403,0.18632456115635937,0.04518734050578127,0.26282372680093585,0.8635019794364266,213112
128,train,homepage,ranking_algorithm,all_users,3,6,core_product,7,61,0.3807687528595661,0.5261461475594713,8.042686779571811,7.145867859590668,7631,11446,0.09206836457212723,0.0667925632269249,0.14537739469990524,0.11374458342008596,0.20123256892392447,899384
129,train,mobile_app,discount_offer,all_users,5,8,ml_foundations,3,51,0.7149807616153434,0.350786573450405,7.975772291049166,8.438846409888763,3671,5506,0.1316377813770826,0.11372736557831001,-0.3641941881649384,0.17396097024121004,0.03633179058293163,696316
130,train,search,ranking_algorithm,all_users,4,8,crm,9,65,0.25018771031288894,0.5365170725936413,8.04283734077395,6.802781129853324,8392,3659,0.0877963675538004,0.11246186818544639,0.2863293622807524,0.14267401288042167,0.04479558131787582,3950868
131,train,homepage,copy_tweak,all_users,3,1,crm,9,49,0.3766027777234606,0.37699596706430594,8.098726357440425,8.250238895228081,6864,4413,0.09775254828045897,0.1241936984720314,0.00039318934084531243,0.15804947148119577,0.9980151092676175,1231794
132,train,product_page,small_ui_tweak,high_value_users,3,1,growth,3,43,0.3929504134081492,0.32976354117242374,8.129459664040834,8.003199425595314,3087,2747,0.1463165208461411,0.15269833766175375,-0.06318687223572544,0.2114835846991019,0.7651193631405543,206441
135,train,mobile_app,checkout_flow_change,mobile_only,5,7,platform,8,240,0.5897125053173937,0.6608049752486773,7.993559516851686,7.7980704481588585,2010,1408,0.17829623980633938,0.20781927571737308,0.0710924699312836,0.27382184078114225,0.795166281601758,292901
136,train,search,copy_tweak,returning_users,1,2,growth,6,28,0.44371773021746863,0.464915291086182,8.00880916908511,8.54899561112156,7188,7821,0.09446347359999692,0.09666827105990757,0.021197560868713383,0.13515954451791068,0.8753780850110513,964135
137,train,homepage,recommendation_logic,all_users,4,4,growth,7,34,0.3711381298987741,0.4329689219042332,8.040069579890432,8.611302874234644,6311,9466,0.10120703857373611,0.08850862915086061,0.0618307920054591,0.13444940346104287,0.6456083581438568,450256
138,train,product_page,recommendation_logic,returning_users,2,7,core_product,10,18,0.38078635702494434,0.06230796387280471,8.055164032240844,8.870424350914748,3003,3159,0.14699302334869163,0.1578227416421852,-0.31847839315213966,0.21567328692409948,0.13981519176463544,236188
139,train,product_page,discount_offer,high_value_users,5,5,core_product,10,114,0.6159974166764314,0.3907630386377197,7.923342394622424,9.53713516872243,967,695,0.25479751415317226,0.3617641570994077,-0.22523437803871166,0.4424873767470446,0.6108241453448798,417285
140,train,email_marketing,recommendation_logic,high_value_users,4,4,crm,3,52,0.31342332695767466,0.011892560233243643,7.969781751165369,8.827623235764223,1105,1059,0.2397536842368978,0.27126627833315703,-0.301530766724431,0.3620320743606676,0.4050039923665787,23257
143,train,pricing,major_ui_redesign,high_value_users,9,7,growth,2,25,0.21786689509678084,0.015003413615503391,7.800850539566429,9.70718723937369,2098,971,0.17030963382336184,0.31151846323353866,-0.20286348148127745,0.3550339762733043,0.5678158312446324,73694
146,train,recommendations,recommendation_logic,returning_users,4,4,ml_foundations,2,45,0.19146521816395945,0.1518860491951961,7.687705300980659,7.981083573273832,2235,2234,0.16261401134797196,0.16885746851956238,-0.039579168968763345,0.23442730506814552,0.8659353075469491,848095
147,train,checkout,notification_strategy,mobile_only,3,1,ops,6,56,0.296461651290976,0.8458938158263927,8.024727564511563,8.40266941958133,1491,1207,0.2078219787192567,0.24185977397878672,0.5494321645354167,0.3188826196390405,0.08501225319159882,444061
148,train,checkout,ranking_algorithm,price_sensitive,3,7,platform,1,59,0.4119546956192413,0.16327549339857664,8.057229255774022,7.162101518419002,2175,3262,0.1727651296235425,0.12540027653983074,-0.24867920222066467,0.21347838150526033,0.24412778964951343,451362
150,train,recommendations,recommendation_logic,returning_users,4,6,core_product,7,46,0.0767561582904065,0.22012822018726105,7.977301048862172,6.972204143416334,3260,3631,0.13971633403130243,0.11570629040645637,0.14337206189685456,0.18140727558389078,0.42936240189712616,273964
151,train,homepage,notification_strategy,mobile_only,4,4,growth,4,100,0.5420847441740911,0.5050479689268564,7.974888683625139,7.8271131024764635,3661,2544,0.13180283910287494,0.15518261143785556,-0.0370367752472347,0.20360164854011079,0.8556615630183847,336648
152,train,recommendations,small_ui_tweak,price_sensitive,2,4,core_product,9,25,0.32675121496164516,0.5375719413920511,8.119197767341102,7.042427646228647,2221,1215,0.17228157792256504,0.20203855548677221,0.21082072643040595,0.2655193401518435,0.42726606990935156,98875
153,train,mobile_app,discount_offer,new_users,5,6,crm,12,28,0.4892564318659317,0.34123913242367093,8.11514117790722,9.452233597234347,2503,3090,0.16220552941998262,0.1700416092013036,-0.14801729944226077,0.23499953751908897,0.5288106448335393,251116
154,train,product_page,copy_tweak,all_users,3,3,growth,2,82,0.32439464562440895,0.3921524765863483,8.038681598318627,8.574585319252503,7305,9441,0.09405344705009487,0.08824784874840627,0.06775783096193932,0.12897183301297455,0.599333763493463,780275
