abdt,tg,inuidur1,inuidur2,female,black,hispanic,othrace,dep,q1,q2,q3,q4,q5,q6,recall,agelt35,agegt54,durable,nondurable,lusd,husd,muld
10600,2,27.0,27,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
10782,1,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10649,6,3.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10817,0,17.0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10523,6,7.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10726,0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10838,2,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10565,2,28.0,28,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10516,4,2.4200000000000004,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0
10586,6,20.0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10740,2,6.0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
10607,6,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10537,0,18.0,18,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10677,6,2.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10516,5,27.0,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10586,3,2.0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
10789,2,1.0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10649,2,27.0,27,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10796,0,28.0,28,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
10684,0,25.0,25,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10649,3,1.0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10796,4,2.0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
10544,0,13.0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10810,2,1.0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0
10810,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10621,2,27.0,27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10565,2,16.0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10593,6,27.0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
10698,6,7.0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10572,6,6.0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10523,5,20.0,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10635,3,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10614,6,6.0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10418,5,37.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10586,2,27.0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10565,6,6.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10558,3,26.0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10621,6,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10747,0,4.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10747,4,3.630000000000001,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10803,5,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10761,4,14.641000000000004,10,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
10824,4,32.67000000000001,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10726,6,28.0,28,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10782,5,12.0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10572,0,2.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10810,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10880,2,27.0,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10628,6,11.0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10614,0,20.0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
10551,0,27.0,27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10523,1,6.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10852,0,27.0,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
10593,0,24.0,24,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
10663,5,1.0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0
10817,1,27.0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10544,3,20.0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10691,4,9.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10600,0,8.0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10544,0,27.0,27,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0
10740,3,16.0,16,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10635,6,14.0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
10719,4,22.990000000000006,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10810,0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10768,5,23.0,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10705,2,5.0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10663,5,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10726,1,4.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10516,3,22.0,22,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10516,5,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
10474,5,4.0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10831,0,3.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10775,4,32.67000000000001,27,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10642,3,17.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
10712,6,6.0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10782,0,27.0,27,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
10551,2,27.0,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
10614,4,20.570000000000004,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10628,3,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
10656,3,13.0,13,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10607,2,7.0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10607,0,20.0,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
10831,0,4.0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1
10628,3,7.0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10817,4,7.0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10607,2,3.0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10873,0,10.0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
10719,1,9.0,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
10558,6,25.0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
10698,1,27.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
10593,4,39.53070000000002,27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10873,5,2.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10831,0,4.0,4,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0
10768,0,33.0,15,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
10866,0,25.0,25,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0
10761,5,27.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10649,5,2.0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10873,0,27.0,27,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
10523,6,15.0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10691,5,6.0,6,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10600,0,2.0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10621,0,27.0,27,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10859,5,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10516,6,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10523,3,1.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
10824,3,9.0,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10859,0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10593,3,10.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10565,0,28.0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10572,3,4.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10530,2,27.0,27,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10670,3,7.0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10621,2,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10523,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
10712,6,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
10663,2,30.0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10523,0,11.0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10607,4,27.830000000000002,23,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
10544,5,20.0,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
10698,3,20.0,12,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10761,4,32.67000000000001,27,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
10845,4,35.09,29,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10824,4,18.150000000000002,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
10817,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
10719,2,27.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10614,6,6.0,6,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10642,0,28.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
10649,2,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10544,0,5.0,5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10866,2,3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10712,0,6.0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10789,2,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10831,2,5.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10579,5,14.0,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10537,4,32.67000000000001,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
10579,4,32.67000000000001,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10803,3,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10880,0,27.0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
10873,5,27.0,27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10845,5,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
10817,1,12.0,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10544,4,7.0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1
10579,0,6.0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10663,6,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10614,6,4.0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10831,0,11.0,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10544,0,9.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10754,5,6.0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10607,1,7.0,7,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10810,4,17.569200000000006,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
10838,4,3.630000000000001,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
10691,3,26.0,26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10761,1,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10726,5,1.0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10593,0,9.0,9,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10544,5,37.0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10649,1,29.0,29,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
10740,6,27.0,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10691,3,5.0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10523,0,23.0,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10859,0,7.0,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
10852,0,15.0,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10726,2,27.0,27,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10579,3,10.0,10,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
10684,2,13.0,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10726,6,20.0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10698,2,27.0,27,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
